"id","Metacritic_Score","Rank","Album_Name","Singer","Release_Date","Desciption","Release_Year","RYM_Rating","Genres","Language","Tracks","Colorscheme","RYM_Rank","Num_of_RYM_Ratings","avg_pop","max_pop","min_pop","med_pop","n"
476,70,477,"Semicircle","The Go! Team","2018-01-19","The fifth full-length release for the band led by Ian Parton features contributions from Amber Arcades, Detroit Youth Choir, Lispector, and Darenda Weaver.",2018,3.19,"Indie Pop
Psychedelic Pop, Twee Pop, Alternative Dance, Pop Rap, Marching Band, British Brass Band, Art Pop","English","['Mayday', 'Chain Link Fence', 'Semicircle Song', 'Hey!', 'The Answer’s No - Now What’s the Question?', ""Chico's Radical Decade"", 'All the Way Live', ""If There's One Thing You Should Know"", 'Tangerine / Satsuma / Clementine', ""She's Got Guns"", 'Plans are Like a Dream U Organise', 'Getting Back Up']","['#b6adae', '#755040', '#b0b4b0', '#727266', '#467c98', '#a6a797', '#847a7a', '#6496b1']","#954 for 2018",786,13.8333333333333,27,9,11,12
477,69,478,"Masana Temples","Kikagaku Moyo","2018-10-05","The fourth full-length release for the Japanese psychedelic rock band was recorded in Lisbon and was produced by Bruno Pernadas.",2018,3.55,"Psychedelic Rock
Krautrock, Raga Rock, Psychedelic Folk","Japanese","['Entrance', 'Dripping Sun', 'Nazo Nazo', 'Fluffy kosmisch', 'Majupose', 'Nana', 'Orange Peel', 'Amayadori', 'Gatherings', 'Blanket Song']","['#cccbcc', '#6a6f69', '#a23d21', '#1764b6', '#d7b5ab', '#d39566', '#97a266', '#66b2a5', '#fd3c73', '#a8cfce']","#141 for 2018",1945,37.1,49,31,35.5,10
478,69,479,"Thank You for Today","Death Cab for Cutie","2018-08-17","The ninth full-length studio release for the indie rock band was produced by Rich Costey.",2018,2.91,"Indie Pop, Indie Rock
Indietronica, Art Pop","English","['I Dreamt We Spoke Again', 'Summer Years', 'Gold Rush', 'Your Hurricane', 'When We Drive', 'Autumn Love', 'Northern Lights', 'You Moved Away', 'Near / Far', '60 & Punk']","['#374a5b', '#a7d6dc', '#b8c2c0', '#2cb0b5']","#1,495 for 2018",1240,40.5,48,33,39.5,10
479,69,480,"Culture II","Migos","2018-01-26","The third full-length studio release for the rap trio features guest appearances from 2 Chainz, 21 Savage, Big Sean, Cardi B, Drake, Gucci Mane, Nicki Minaj, Post Malone, Travis Scott, and Ty Dolla Sign.",2018,1.92,"Trap, Southern Hip Hop
Pop Rap","English","['Higher We Go (Intro)', 'Supastars', 'Narcos', 'BBO (Bad Bitches Only)', 'Auto Pilot', 'Walk It Talk It', 'Emoji a Chain', 'CC', 'Stir Fry', 'Too Much Jewelry', 'Gang Gang', 'White Sand', 'Crown the Kings', 'Flooded', 'Beast', 'Open It Up', 'MotorSport', ""Movin' Too Fast"", 'Work Hard', 'Notice Me', 'Too Playa', 'Made Men', 'Top Down on da Nawf', 'Culture National Anthem (Outro)']","['#c0474c', '#b7a4a0', '#8b8a88', '#53484c']","",4388,56.7,78,44,51,20
480,69,481,"The Diet","Cullen Omori","2018-08-17","The second full-length solo release for the ex-Smith Westerns frontman was recorded with Taylor Locke in Los Angeles.",2018,3.08,"Indie Pop, Indie Rock
Psychedelic Pop","","['Four Years', 'Borderline Friends', 'All by Yourself', 'Happiness Reigns', 'Master Eyes', 'Quiet Girl', 'Black Rainbow', 'Natural Woman', 'Millennial Geishas', 'Last Line', 'Queen', 'A Real You']","['#cccccc', '#7a7a70', '#91403c', '#4e3a56', '#8c90a9', '#caccb6', '#2d4b65', '#a0a352', '#c3b0a9', '#aeb0af']","",94,5.66666666666667,21,2,3,12
481,69,482,"The House","Porches","2018-01-19","Mixed by Chris Coady, the third full-length release for the Aaron Maine's project features contributions from such artists as Jason Arce, Bea1991, Bryndon Cook, Alexander Giannascoli, Dev Hynes, Maya Laner, Kaya Wilkins, and Cameron Wisch, as well as his own father.",2018,2.78,"Synthpop
Electropop, Sophisti-Pop, Alternative R&B, Indietronica, Bedroom Pop","English, Norwegian","['Leave the House', 'Find Me', 'Understanding', 'Now the Water', 'Country', 'By My Side', 'Åkeren', 'Anymore', 'Wobble', 'Goodbye', 'Swimmer', 'W Longing', 'Ono', 'Anything U Want']","['#cbcbc9', '#4f8f9b', '#96917d', '#366171', '#70a3b6', '#ddc69a']","#1,758 for 2018",1015,21.3571428571429,40,15,19.5,14
482,69,483,"Cry Pretty","Carrie Underwood","2018-09-14","The sixth full-length release for the country/pop artist features a guest appearance from Ludacris and was co-produced with David Garcia.",2018,2.75,"Country Pop
Contemporary Country, Pop Rock","English","['Cry Pretty', 'Ghosts on the Stereo', 'Low', 'Backsliding', 'Southbound', 'That Song We Used to Make Love To', 'Drinking Alone', 'The Bullet', 'Spinning Bottles', 'Love Wins', 'End Up With You', 'Kingdom', 'The Champion [bonus track]']","['#d8b8a9', '#c0a497', '#907063', '#b59ca0']","",137,43.3846153846154,58,34,39,13
483,69,484,"Warzone","Yoko Ono","2018-10-19","The latest release from the singer-songwriter features new versions of 13 tracks from her back catalogue.",2018,2.39,"Art Pop
Ambient Pop, Art Rock","English","['Warzone', 'Hell in Paradise', 'Now or Never', 'Where Do We Go From Here', 'Woman Power', ""It's Gonna Rain"", 'Why', 'Children Power', 'I Love All of Me', 'Teddy Bear', ""I'm Alive"", 'I Love You Earth', 'Imagine']","['#cccccc', '#a3a49d', '#b5b6ae', '#9e9f97', '#4f5249', '#8a8d82']","",214,5.23076923076923,12,0,4,13
484,69,485,"I'll Be Your Girl","The Decemberists","2018-03-16","The eighth full-length release for the band led by Colin Meloy was produced by John Congleton",2018,2.83,"Indie Pop
Folk Rock, Synthpop","English","['Once in My Life', 'Cutting Stone', 'Severed', 'Starwatcher', 'Tripping Along', 'Your Ghost', 'Everything Is Awful', ""Sucker's Prayer"", 'We All Die Young', 'Rusalka, Rusalka / Wild Rushes', ""I'll Be Your Girl""]","['#bcb0ab', '#c6c6ba', '#2e53ae', '#9e9888', '#878c88', '#7f7969', '#c3882c', '#8f531d', '#911b0f', '#cac4b8']","#1,641 for 2018",943,34.6363636363636,48,27,31,11
485,69,486,"Darkness Rains","Death Valley Girls","2018-10-05","The third full-length release for the Los Angeles rock band was produced by Mark Rains.",2018,3.35,"Garage Rock
Psychedelic Rock","","['More Dead', '(One Less Thing) Before I Die', ""Disaster (Is What We're After)"", 'Unzip Your Forehead', 'Wear Black', 'Abre Camino', 'Born Again and Again', 'Street Justice', 'Occupation: Ghost Writer', 'TV in Jail on Mars']","['#969590', '#aeada8', '#c7c7c7', '#625857', '#958989', '#9b9699', '#c0bbb8']","",88,13.1,26,6,13,10
486,69,487,"Sleepwalkers","Brian Fallon","2018-02-09","The second full-length solo release for The Gaslight Anthem frontman was produced by Ted Hutt.",2018,3.35,"Singer-Songwriter, Heartland Rock
Pop Rock, Americana","English","[""If Your Prayers Don't Get to Heaven"", 'Forget Me Not', 'Come Wander With Me', 'Etta James', ""Her Majesty's Service"", 'Proof of Life', 'Little Nightmares', 'Sleepwalkers', 'My Name Is the Night (Color Me Black)', 'Neptune', 'Watson', 'See You on the Other Side']","['#937f7e', '#780103', '#cbcccc', '#e51200']","#573 for 2018",305,32.25,42,26,31,12
487,69,488,"White Is Relic/Irrealis Mood","Of Montreal","2018-03-09","Kevin Barnes moved away from live band recording for the indie rock band's 15th full-length stdio release.",2018,3.19,"Synthpop, Neo-Psychedelia, Art Pop, Progressive Pop
Electropop, Indietronica, Dance-Pop, Psychedelic Pop, Synth Funk","English","['Soft Music / Juno Portraits of the Jovian Sky', 'Paranoiac Intervals / Body Dysmorphia', 'Writing the Circles / Orgone Tropics', 'Plateau Phase / No Careerism No Corruption', 'Sophie Calle Private Game / Every Person Is a Pussy, Every Pussy Is a Star!', 'If You Talk to Symbol / Hostility Voyeur']","['#7a7a7a', '#685da1', '#5a8ebd', '#bd3c65']","#942 for 2018",1204,20.5,37,14,18,6
488,69,489,"Year Of The Snitch","Death Grips","2018-06-22","The sixth full-length studio release for the Sacramento experimental hip-hop trio features contributions from Andrew Adamson and Tool's Justin Chancellor.",2018,3.64,"Experimental Hip Hop, Abstract Hip Hop
Synth Punk, Glitch Hop, Noise Rock, Experimental Rock, Industrial Hip Hop, Digital Hardcore, Electro-Industrial","English","['Death Grips Is Online', 'Flies', 'Black Paint', ""Linda's in Custody"", 'The Horn Section', 'Hahaha', 'Shitshow', 'Streaky', 'Dilemma', 'Little Richard', 'The Fear', 'Outro', 'Disappointed']","['#616554', '#a7aa9f', '#8d9983', '#7e7c7d']","#25 for 2018, #3,579 overall",21343,38.4615384615385,49,33,37,13
489,69,490,"Pinkus Abortion Technician","Melvins","2018-04-20","The latest release for the sludge band features both Steven McDonald and Jeff Pinkus of the Butthole Surfers on bass.",2018,2.77,"Alternative Rock, Stoner Rock
Noise Rock, Experimental Rock","English","['Stop Moving to Florida', 'Embrace the Rub', ""Don't Forget to Breathe"", 'Flamboyant Duck', 'Break Bread', 'I Want to Hold Your Hand', 'Prenup Butter', 'Graveyard']","['#9ccccc', '#aab7af', '#7d7a7a', '#540000']","#1,812 for 2018",486,8.625,12,5,8.5,8
490,69,491,"Woman Worldwide","Justice","2018-08-24","The live versions of songs from 2007's Cross; 2011's Audio, Video, Disco; and 2016's Woman were recorded in the studio for this 15-track release.",2018,3.61,"Electro House, French Electro, Mashup
Electro-Disco, Nu-Disco, Electropop, Synth Funk, Synthpop, Electroclash, Chillwave, French House","English","['Safe and Sound (WWW)', 'D.A.N.C.E. (WWW)', 'Canon x Love S.O.S. (WWW)', 'Genesis x Phantom (WWW)', 'Pleasure x Newjack x Civilization (WWW)', 'Heavy Metal x DVNO (WWW)', 'Stress (WWW)', 'Love S.O.S. (WWW)', 'Alakazam! x Fire (WWW)', 'Waters of Nazareth x We Are Your Friends x Phantom 2 (WWW)', 'Chorus (WWW)', 'Audio, Video, Disco (WWW)', 'Stop (WWW)', 'Randy (WWW)', 'D.A.N.C.E. x Fire x Safe and Sound (WWW)']","['#6c5334', '#bf985f', '#f1d09b', '#e8e1b7']","#66 for 2018, #9,237 overall",601,34.2,39,31,34,15
491,69,492,"Mark Kozelek","Mark Kozelek","2018-05-11","The latest solo release for the San Francisco singer-songwriter features a guest appearance on drums from Steve Shelley and was primarily recorded in two San Francisco hotels.",2018,3.32,"Singer-Songwriter, Indie Folk, Contemporary Folk
Spoken Word, Anti-Folk","English","['This Is My Town', 'Live in Chicago', 'The Mark Kozelek Museum', 'My Love for You Is Undying', 'Weed Whacker', 'Sublime', 'Good Nostalgia', '666 Post', 'The Banjo Song', 'Young Riddick Bowe', 'I Cried During Wall Street']","['#bec2c5', '#938554', '#96bbb4', '#b5b7a2', '#b9c4b6', '#6aa795']","#616 for 2018",995,20.1666666666667,41,12,17,12
492,69,493,"Forever Neverland","MØ","2018-10-19","The second full-length release for the Danish electro pop artist features guest appearances from Charli XCX, Diplo, Empress Of, Two Feet, and What So Not.",2018,2.95,"Electropop, Contemporary R&B, Alt-Pop
Dance-Pop, Alternative R&B, Future Bass, Synthpop, Dancehall","English","['Intro (Purple Like the Summer Rain)', 'Way Down', 'I Want You', 'Blur', 'Nostalgia', 'Sun in Our Eyes', 'Mercy', ""If It's Over"", 'West Hollywood (Interlude)', 'Beautiful Wreck', 'Red Wine', 'Imaginary Friend', 'Trying to Be Good', 'Purple Like the Summer Rain']","['#555ca4', '#7e828e', '#8e6e73', '#cc8bb3']","#1,438 for 2018",558,37.7857142857143,51,27,37.5,14
493,69,494,"Vitriola","Cursive","2018-10-05","The eighth full-length release for the rock band led by Tim Kasher sees the return of drummer Clint Schnase and was co-produced by Mike Mogis.",2018,3.34,"Post-Hardcore, Indie Rock
Emo, Post-Hardcore","","['Free to Be or Not to Be You and Me', 'Pick Up the Pieces', ""It's Gonna Hurt"", 'Under the Rainbow', 'Remorse', 'Ouroboros', 'Everending', 'Ghost Writer', 'Life Savings', 'Noble Soldier / Dystopian Lament']","['#95a7b3', '#9cafbd', '#75674a', '#b2b88a', '#83827e', '#ebeda2']","#610 for 2018",338,13.8,27,9,14,10
494,69,495,"Caer","Twin Shadow","2018-04-27","The fourth full-length release for George Lewis Jr. as Twin Shadow features guest appearances from Haim and Rainsford.",2018,2.9,"Synthpop, New Wave
Alternative R&B, Art Pop, Dance-Pop","English","['Brace', 'Saturdays', 'Sympathy', '18 Years', 'Little Woman', ""When You're Wrong"", 'Twins Theme (Interlude)', 'Little Things', 'Too Many Colors', 'Rust (Interlude)', 'Obvious People', 'Runaway', 'Boombs Away (RLP)']","['#3a608d', '#7a7c7a', '#80a9bb', '#804422']","#1,520 for 2018",373,25.6923076923077,58,17,22,13
495,68,496,"Between Two Shores","Glen Hansard","2018-01-19","The third full-length solo release for the Irish singer-songwriter was recorded in France and produced by Frames guitarist David Odlum.",2018,3.08,"Singer-Songwriter, Folk Rock
Contemporary Folk","","['Roll on Slow', 'Why Woman', 'Wheels on Fire', 'Wreckless Heart', ""Movin' On"", 'Setting Forth', 'Lucky Man', 'One of Us Will Lose', ""Your Heart's Not in It"", 'Time Will Be the Healer']","['#1d345e', '#b8b3ab', '#a9aeb2', '#888782']","#1,688 for 2018",207,26.5,51,18,22.5,10
496,68,497,"Longwave","Bonny Doon","2018-03-23","This is the second full-length release for the Detroit indie rock band.",2018,3.21,"Folk Rock, Americana
Indie Rock, Indie Folk","","['Long Wave', 'A Lotta Things', 'I Am Here (I Am Alive)', 'Take Me Away', 'Where Did You Go?', 'Saved', 'Saw a Light', 'Try to Be', 'Part of Me', 'Walkdown']","['#7a7a7a', '#bab0a0', '#919dc7', '#9ca6a8']","#1,662 for 2018",183,27.5,41,17,26,10
497,68,498,"Eat the Elephant","A Perfect Circle","2018-04-20","The fourth full-length studio release for the rock supergroup is its first album of new material in 14 years.",2018,2.94,"Alternative Rock
Art Rock, Piano Rock","English","['Eat the Elephant', 'Disillusioned', 'The Contrarian', 'The Doomed', 'So Long, and Thanks for All the Fish', 'TalkTalk', 'By and Down the River', 'Delicious', 'DLB', 'Hourglass', 'Feathers', 'Get the Lead Out']","['#cccccc', '#948c89', '#b1b8c8', '#7f7f7f', '#a49f98']","#1,387 for 2018",2302,43.8333333333333,51,37,43.5,12
498,68,499,"Arthur Buck","Arthur Buck","2018-06-15","The debut full-length release for the collaboration between singer-songwriter Joseph Arthur and R.E.M. guitarist Peter Buck was written while in Mexico.",2018,2.98,"Alternative Rock
Pop Rock","English","['I Am the Moment', 'Are You Electrified?', 'The Wanderer', 'Forever Waiting', 'If You Wake Up in Time', 'Summertime', 'American Century', 'Forever Falling', 'Before Your Love Is Gone', 'Wide Awake in November', ""Can't Make It Without You""]","['#5f615e', '#9e9d89', '#979795', '#808082', '#a4a4a8', '#a3a69d', '#aaa8ab']","",36,2.09090909090909,8,1,1,11
499,68,500,"Love in the Modern Age","Josh Rouse","2018-04-13","The 12th full-length release for the singer-songwriter was influenced by 1980s pop/rock and was self-produced.",2018,2.91,"Singer-Songwriter, Sophisti-Pop","English","['Salton Sea', 'Ordinary People, Ordinary Lives', 'Love in the Modern Age', 'Businessman', 'Women and the Wind', 'Tropic Moon', ""I'm Your Man"", 'Hugs and Kisses', 'There Was a Time']","['#442f8a', '#27349a', '#8b8891', '#6e0339', '#921579', '#4550a2']","",69,13.7777777777778,31,7,14,9
500,68,501,"Dean Wareham vs. Cheval Sombre","Dean Wareham","2018-10-26","The collaboration between Dean Wareham and Cheval Sombre features covers of Western-themed songs recorded with producer Jason Quever.",2018,3.35,"Alt-Country, Dream Pop
Slowcore, Neo-Psychedelia","English","['The Bend in the River', 'Tomorrow Is a Long Time', 'Mountains of the Moon', 'If I Could Only Fly', 'Wayfaring Stranger', 'Alberta', 'Wand’rin’ Star', 'Greensboro Woman', 'My Rifle, My Pony and Me', 'Grand Canyon']","['#c05b6d', '#b68080', '#742b3c', '#d18089', '#6c1b2c']","",81,2.9,4,2,3,10
501,68,502,"Pinned","A Place to Bury Strangers","2018-04-13","The fifth full-length release for the Brooklyn noise rock band led by Oliver Ackerman is its first with drummer Lia Simone Braswell.",2018,2.94,"Post-Punk
Noise Rock, Shoegaze","English","['Never Coming Back', 'Execution', ""There's Only One of Us"", 'Situations Changes', 'Too Tough to Kill', 'Frustrated Operator', 'Look Me in the Eye', 'Was It Electric', ""I Know I've Done Bad Things"", 'Act Your Age', 'Attitude', 'Keep Moving On']","['#9d9e99', '#b2afa8', '#cacbc6', '#a9a8a4']","#1,448 for 2018",715,16.75,31,11,14.5,12
502,68,503,"Moaning","Moaning","2018-03-02","The debut full-length release for the Los Angles post-punk trio of  Sean Solomon, Pascal Stevenson, and Andrew MacKelvie was recorded by Alex Newport.",2018,3.16,"Post-Punk Revival
Shoegaze, Noise Pop, Indie Rock","English","[""Don't Go"", 'Tired', 'Artificial', 'Close', 'Does This Work for You', 'The Same', 'For Now', 'Useless', 'Misheard', 'Somewhere in There']","['#949496', '#81807e', '#5f3620', '#ad6453']","#1,070 for 2018",331,11.8,24,6,9.5,10
503,68,504,"Hundred Acres","S. Carey","2018-02-23","The third full-length release for the singer-songwriter features contributions from such artists as Casey Foubert, Gordi, and Rob Moose of yMusic.",2018,3.28,"Indie Folk
Singer-Songwriter, Chamber Folk","English","['Rose Petals', 'Hideout', 'Yellowstone', 'True North', 'Emery', 'Hundred Acres', 'More I See', ""Fool's Gold"", 'Have You Stopped to Notice', 'Meadow Song']","['#9a9582', '#b3a37f', '#6d4c23', '#aebeb1']","#804 for 2018",353,36.6,55,25,36,10
504,68,505,"In the Rainbow Rain","Okkervil River","2018-04-27","The latest release for the rock band led by Will Sheff, who produced the album with Shawn Everett, was recorded with Benjamin Lazar Davis, Will Graefe, Sarah Pedinotti, and Cully Symington.",2018,3.07,"Indie Pop, Indie Rock
Sophisti-Pop, Heartland Rock","English","['Famous Tracheotomies', 'The Dream and the Light', 'Love Somebody', 'Family Song', 'Pulled Up the Ribbon', 'Don’t Move Back to LA', 'Shelter Song', 'How It Is', 'External Actor', 'Human Being Song']","['#51b7c3', '#617069', '#9c9ca3', '#b6babb']","#1,244 for 2018",364,10,26,5,7.5,10
505,68,506,"Critical Equation","Dr. Dog","2018-04-27","The 10th full-length studio release for the Philadelphia indie band was produced by Gus Seyffert.",2018,3.05,"Soft Rock, Indie Pop
Indie Rock","","['Listening In', 'Go Out Fighting', 'Buzzing in the Light', 'Virginia Please', 'Critical Equation', 'True Love', 'Heart Killer', 'Night', 'Under the Wheels', 'Coming Out of the Darkness']","['#7e807f', '#7b7c7a', '#bab0a7', '#d36118']","#1,683 for 2018",226,31.2,41,24,29,10
506,68,507,"Lightsleeper","Neil Finn","2018-08-24","The debut collaboration between Neil Finn and his son Liam features contributions from Neil's wife (and Liam's mother) Sharon, Liam's brother Elroy, Connan Mockasin, and Mick Fleetwood.",2018,3.18,"Art Pop, Baroque Pop","English","['Prelude - Island of Peace', 'Meet Me in the Air', ""Where's My Room"", 'Anger Plays a Part', 'Listen', 'Any Other Way', 'Back to Life', 'Hiding Place', 'Ghosts', 'We Know What It Means', 'Hold Her Close']","['#bfbab0', '#d0c9b9', '#7a7a7a']","",69,3.18181818181818,7,1,3,11
507,68,508,"Wham! Bang! Pow! Let's Rock Out!","Art Brut","2018-11-23","The first new full-length release for the art pop band in seven years was produced by Jim Moray.",2018,3,"","","['Hooray!', ""I Hope You're Very Happy Together"", 'Good Morning Berlin', 'She Kissed Me (And It Felt Like a Hit)', 'Schwarzfahrer', 'Hospital!', 'Too Clever', 'Kultfigur', 'Veronica Falls', ""Wham! Bang! Pow! Let's Rock Out!"", 'Awkward Breakfast', 'Your Enemies Are My Enemies Too']","['#c5c5bf', '#b5b3ad', '#8b807a', '#c4c1b8', '#b4b2a6', '#b5b1a6', '#c8764e', '#8d8e88']","",1,8.58333333333333,20,4,6.5,12
