"Metacritic_Score","Album_Name","Singer","Release_Date","Desciption","User_Score","Release_Year"
73,"Resistance Is Futile","Manic Street Preachers",2018-04-13,"The 13th full-length studio release for the Welsh alternative rock band was produced by Dave Eringa.",6.4,2018
73,"ZEBRA","Arp",2018-06-22,"The fifth full-length release for New York electronic producer Alexis Georgopoulos is his first for the Mexican Summer label and features elements of psychedelic jazz, pop, kosmische, and African music.",NA,2018
73,"12","Sloan",2018-04-06,"The 12th full-length release for the Canadian power-pop band features three songs written by each of its four members.",NA,2018
73,"Oxnard","Anderson .Paak",2018-11-16,"The third full-length studio release for the Southern California artist features guest appearances from Kadhja Bonet, BJ The Chicago Kid, J. Cole, Dr. Dre, Kendrick Lamar, Norelle, Pusha T, Q-Tip, Cocoa Sarai, Snoop Dogg, and The Last Artful, Dodgr.",7.9,2018
73,"The Prophet Speaks","Van Morrison",2018-12-07,"The latest 40th full-length release for the singer-songwriter features six new original songs as well as eight covers of classics jazz and R&B songs.",NA,2018
73,"Render Another Ugly Method","Mothers",2018-09-07,"The second full-length release for the Philadelphia-based indie rock band led by Kristine Leschper was produced by John Congleton.",NA,2018
73,"Myths 003","Dungen",2018-03-16,"The collaboration between Dungen and Woods was recorded in a week after performing together at the Marfa Myths festival in 2017.",NA,2018
73,"Francis Trouble","Albert Hammond, Jr.",2018-03-09,"The fourth full-length solo release for The Strokes' guitarist was produced by Gus Oberg.",7.9,2018
73,"The  Sound of Music","Laibach",2018-11-23,"The Slovenian collective re-records the songs from The Sound of Music film as well as some North Korean songs (they performed in North Korea in 2015).",8,2018
73,"Magic Ship","Mountain Man",2018-09-21,"The first release in eight years for the North Carolina-based trio of Amelia Meath, Molly Sarle and Alexandra Sauser-Monnig was mixed by Nick Sanborn.",NA,2018
73,"Mulberry Violence","Trevor Powers",2018-08-17,"This is the debut full-length release for the Youth Lagoon artist under his real name.",NA,2018
73,"Big Red Machine","Big Red Machine",2018-08-31,"The debut full-length release for the collaboration between Bon Iver's Justin Vernon and The National co-founder Aaron Dessner features contributions from Phoebe Bridgers, Bryce Dessner, Lisa Hannigan, Rob Moose, Arcade Fire’s Richard Reed Parry, and This Is the Kit’s Kate Stables.",8.6,2018
73,"Marble Skies","Django Django",2018-01-26,"The third full-length release for the London-based art-rock band features contributions from Metronomy's Anna Prior and Slow Club's Rebecca Taylor.",7.3,2018
73,"Marauder","Interpol",2018-08-24,"The sixth full-length release for the New York indie rock band was produced by Dave Fridmann.",7.8,2018
73,"Jellies","77:78",2018-07-06,"The debut full-length release for the side project from The Bees' Aaron Fletcher and Tim Parkin was recorded on the Isle of Wight.",8,2018
73,"Geography","Tom Misch",2018-04-06,"The debut full-length release for the British artist features guest appearances from Poppy Ajudha, De La Soul, Loyle Carner, and GoldLink.",8.2,2018
73,"Rainier Fog","Alice in Chains",2018-08-24,"The sixth full-length release for the Seattle rock band was produced by Nick Raskulinecz and is its first on the BMG label.",7.9,2018
73,"Shawn Mendes","Shawn Mendes",2018-05-25,"The third full-length release for the Canadian pop singer features guest appearances from Khalid and Julia Michaels.",8,2018
73,"Love is Dead","Chvrches",2018-05-25,"The third full-length release for the Scottish synthpop trio was produced by Greg Kurstin.",7.6,2018
73,"Ella Mai","Ella Mai",2018-10-12,"The debut full-length release for the British R&B artist features production from DJ Mustard and guest appearances from Chris Brown, H.E.R., and John Legend.",8.2,2018
73,"Vessel of Love","Hollie Cook",2018-01-26,"The third full-length solo release for former singer of The Slits was produced by Martin Glover.",8.3,2018
73,"New Material","Preoccupations",2018-03-23,"The third full-length release for the Canadian post-punk quartet was produced by Justin Meldal-Johnson.",7.9,2018
72,"Resistance","Brandon Coleman",2018-09-14,"The second full-length solo release for the Los Angeles artist features guest appearances from N’Dambi, Patrice Quinn, Sheera, and Techdizzle.",NA,2018
72,"American Utopia","David Byrne",2018-03-09,"The first solo release for the Talking Heads frontman in 14 years is part of a larger project called ""Reasons to Be Cheerful"" and features contributions from Brian Eno, Jam City, Oneohtrix Point Never, and Sampha.",6.4,2018
72,"No Sounds Are Out of Bounds","The Orb",2018-06-22,"The 15th full-length studio release for the British ambient house duo features contributions from Brother Culture, Andy Cain, Hollie Cook, Roger Eno, Gaudi, Emma Gillespie, Mary Pearce, Guy Pratt, Michael Rendall, Rianna, Roney FM, Jah Wobble, and Youth.",NA,2018
72,"Panic Blooms","Black Moth Super Rainbow",2018-05-04,"The sixth full-length release for the Pennsylvania experimental electronic band is its first full-length album in six years.",7.1,2018
72,"The Deconstruction","Eels",2018-04-06,"The 12th full-length release for the California indie rock band led by E (Mark Oliver Everett), who also produced the album with some tracks also produced with Mickey Petralia.",7.1,2018
72,"Violence","Editors",2018-03-09,"The sixth full-length release for the British rock band was produced with Leo Abrahams and Benjamin John Power.",7.5,2018
72,"Spencer Sings the Hits!","Jon Spencer",2018-11-09,"The debut full-length solo release for the garage rock guitarist was recorded with Sam Coomes of Quasi and M. Sord.",NA,2018
72,"The Pains of Growing","Alessia Cara",2018-11-30,"The second full-length release for the Canadian R&B-pop singer-songwriter was co-produced with No I.D., Rick Nowels, Pop & Oak, and Ricky Reed.",8.4,2018
72,"Halloween [Original 2018 Motion Picture Soundtrack]","John Carpenter",2018-10-19,"The soundtrack to the 2018 installment of the Halloween franchise directed by David Gordon Green.",8.3,2018
72,"3 [>>>]","Beak>",2018-09-21,"The third full-length release for the band that includes Portishead's Geoff Barrow, Billy Fuller and Will Young.",NA,2018
72,"Tha Carter V","Lil Wayne",2018-09-28,"The long-delayed full-length studio album for the rapper features guest appearances from Ashanti, Drake, French Montana, Kendrick Lamar, Mack Maine, Nicki Minaj, Post Malone, Travis Scott, Snoop Dogg, Sosamann, and XXXTentacion.",8.1,2018
72,"Dove","Belly",2018-05-04,"The third full-length release for the alternative rock band is its first in 23 years and was produced by the band's guitarist Tom Gorman and Paul Q. Kolderie.",7.4,2018
72,"All That Must Be","George FitzGerald",2018-03-09,"The second full-length release for the British electronic producer features guest appearances from Lil Silva, Hudson Scott, Tracey Thorn.",7.2,2018
72,"This Is Eggland","The Lovely Eggs",2018-02-23,"The fifth full-length release for British psychedelic punk duo of Holly Ross and David Blackwell was produced by Dave Fridmann.",NA,2018
72,"Pissing Stars","Efrim Menuck",2018-02-02,"The second full-length solo release for the Canadian artist who co-founded Godspeed You! Black Emperor and Thee Silver Mt. Zion is said to be inspired by the short relationship between TV host Mary Hart and Saudi arms dealer Mohammed Khashoggi.",NA,2018
72,"One for the Ghost","Pete Astor",2018-02-16,"The latest solo release for the British artist features contributions from James Hoare, Franic Rozycki, Jonny Helm and Pam Berry.",NA,2018
72,"Always Ascending","Franz Ferdinand",2018-02-09,"The fifth full-length release for the Scottish indie rock band band was produced by Philippe Zdar of Cassius and is the first with Julian Corrie (who took over for Nick McCarthy).",7.6,2018
72,"V.","Wooden Shjips",2018-05-25,"The fifth full-length studio release for the psychedelic rock band was mixed by Cooper Crain.",6.8,2018
72,"Mogic","Hen Ogledd",2018-11-16,"The third full-length release for the British band that includes Richard Dawson, Rhodri Davies, Dawn Bothwell and Sally Pinklington.",NA,2018
71,"Blood","Rhye",2018-02-02,"This is the second full-length release for the electronic/alt-R&B project of Mike Milosh.",7,2018
71,"Islands","Ash",2018-05-18,"The eighth full-length release for the Northern Ireland trio was produced by the band's frontman, Tim Wheeler.",6.6,2018
71,"Liberation","Christina Aguilera",2018-06-15,"The first full-length for the pop singer since 2012's Lotus features guest appearances from 2 Chainz, GoldLink, Keida, Demi Lovato, Shenseea, Ty Dolla $ign, and XNDA.",8.4,2018
71,"YSIV","Logic",2018-09-28,"The fourth and final installment of the Maryland rapper's Young Sinatra series features guest appearances from Big Lenbo, Cappadonna, Ghostface Killah, Inspectah Deck, Jackpot Scotty Wotty, KAjo, John Lindahl, Masta Killa, Method Man, Raekwon, RZA, Lucy Rose & The RattPack, Slaydro, Jaden Smith, Hailee Steinfeld, Ryan Tedder, U-God, and Wale.",7.1,2018
71,"Wrong Creatures","Black Rebel Motorcycle Club",2018-01-12,"The eighth full-length studio release for the Los Angeles-based rock band was produced by Nick Launay.",7.3,2018
71,"The Lillywhite Sessions","Ryley Walker",2018-11-16,"The latest release for the Chicago singer-songwriter is a cover album of the Dave Matthews Band's unreleased (but bootlegged and some rerecorded for Busted Stuff) Lillywhite Sessions.",NA,2018
71,"The Magic Gang","The Magic Gang",2018-03-16,"The debut full-length release for the British indie rock band was produced by Jolyon Thomas (James Dring and Hugo White also produced one track each).",7.8,2018
71,"Starcrawler","Starcrawler",2018-01-19,"The debut full-length release for the Los Angeles rock band led by Arrow DeWilde was produced by Ryan Adams.",8.5,2018
71,"Dimensional People","Mouse on Mars",2018-04-13,"The 11th full-length studio release for the German electronic duo features contributions from such artists as Sam Amidon, Amanda Blank, Eric D. Clarke, Zach Condon, Aaron and Bryce Dessner, Ensemble Musikfabrik, Lisa Hannigan, Spank Rock, Swamp Dogg, and Justin Vernon.",7.5,2018
71,"Shape the Future","Nightmares on Wax",2018-01-26,"The eighth full-length studio release for George Evelyn features guest appearances from Allan Kingdom, Andrew Ashong, LSK, Mozez, Jordan Rakei, Kuauhtli Vasquez, Sadie Walker, and Wixarika Tribe.",6.4,2018
71,"Uncle, Duke & The Chief","Born Ruffians",2018-02-16,"The fifth full-length release for the Canadian indie rock band was produced by Richard Swift.",NA,2018
71,"Vide Noir","Lord Huron",2018-04-20,"The third full-length release for the Los Angeles-based indie band led by Ben Schneider (who also produced the album) was mixed by Dave Fridmann.",8.5,2018
71,"How to Solve Our Human Problems, Pts. 1-3","Belle and Sebastian",2018-02-16,"The 15-track release for the Scottish indie pop group led by Stuart Murdoch was produced by Leo Abrahams. It collects the songs from three earlier EPs released in December, January and February into one full-length album.",8.1,2018
71,"Jassbusters","Connan Mockasin",2018-10-12,"The third full-length solo release for the New Zealand artist was recorded live and is a companion album to a film he wrote and directed.",7.3,2018
71,"Sleepless","Immersion",2018-06-15,"The latest full-length release for the Wire's Colin Newman and his wife Malka Spiegel features contributions from Holy Fuck's Matt Schulz as well as Gil Luz and Asi Weitz of Hexenschuss.",NA,2018
71,"Electric Light","James Bay",2018-05-18,"The second full-length release for the British singer-songwriter was co-produced by Paul Epworth and Jon Green.",7.8,2018
71,"Beautiful Thing","Alexis Taylor",2018-04-20,"The latest full-length solo release for the Hot Chip co-founder was produced by Tim Goldsworthy.",NA,2018
71,"Pure Beauty","Shirt",2018-02-09,"The debut full-length studio release for the New York City indie rapper features contributions from such artists as Chase, Ricky Dubs, Donnie Fontaine, Brady James, Joe Hov, Marie Matusz, New York, San Holo, Steel Tipped Dove, Wonder Breed, and Zois.",NA,2018
71,"Colt","Hilary Woods",2018-06-08,"The debut full-length solo release for the Irish singer-songwriter was co-produced with James Kelly.",NA,2018
71,"Die Lit","Playboi Carti",2018-05-11,"The debut full-length studio release for the Atlanta rapper features guest appearances from Pi'erre Bourne, Chief Keef, Gunna, Lil Uzi Vert, Red Coldhearted, Travis Scott, Skepta, Bryson Tiller, Young Nudy, and Young Thug.",8.3,2018
